State,FIPS,County,Veteran Population,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients
AL,1001,AUTAUGA,5893.26,27499572.43,17558929.38,0,1526713.84,0,0,446614.04,7967315.17,1147.5
AL,1003,BALDWIN,20484.54,57199937.93,37345205.17,0,1826672.82,0,0,1490424.12,16537635.82,3569.54
AL,1005,BARBOUR,2821.19,12886398.23,7496608.03,0,332350.74,0,0,39082.18,5018357.28,600.26
AL,1007,BIBB,1432.22,8336438.09,4315391.84,0,170659.95,0,0,37840.94,3812545.35,501.22
AL,1009,BLOUNT,4387.44,16276626.09,9971461.47,0,433601.04,0,0,67922.48,5803641.1,914.4
AL,1011,BULLOCK,1034.26,6998946.95,2769889.5,0,94670.33,0,0,5097.84,4129289.28,268.12
AL,1013,BUTLER,2037.41,8572173.08,5214581.88,0,305813.62,0,0,57895.4,2993882.19,400.17
AL,1015,CALHOUN,12732.39,63396032.3,43188191.11,0,2238584.22,0,0,1119264.53,16849992.45,3126.35
AL,1017,CHAMBERS,3271.64,15442350.42,9038567.51,0,404169.56,0,0,42671.73,5956941.62,827.36
AL,1019,CHEROKEE,2233.68,8580320.65,5724911.5,0,155569.76,0,0,40649.47,2659189.92,431.19
AL,1021,CHILTON,3313.82,16677332.38,10185825.24,0,384602.44,0,0,117378.35,5989526.35,750.32
AL,1023,CHOCTAW,997.91,6240086.4,3857458.23,0,147508.8,0,0,21579.45,2213539.92,348.15
AL,1025,CLARKE,1933.06,9485241.27,5432428.2,0,209360.22,0,0,101564.19,3741888.67,487.21
AL,1027,CLAY,1223.27,5771253.48,4104706.58,0,110830.49,0,0,32490.4,1523226.01,274.12
AL,1029,CLEBURNE,1187.79,4236804.18,2582324.44,0,191115.24,0,0,23925.87,1439438.63,246.11
AL,1031,COFFEE,6241.62,35922181.02,25570333.93,0,2086744.86,0,0,492501.74,7772600.49,1490.64
AL,1033,COLBERT,4675.75,21521466.1,15247618.31,0,686391.95,0,0,316245.8,5271210.04,1204.52
AL,1035,CONECUH,1286.38,5852190.99,4117184.49,0,132351.49,0,0,159913.12,1442741.89,273.12
AL,1037,COOSA,1073.92,4731086.59,2230721.19,0,66393.77,0,0,63146.51,2370825.12,250.11
AL,1039,COVINGTON,3543.23,18298110.9,11916650.42,0,365764.84,0,0,146186.09,5869509.55,843.36
AL,1041,CRENSHAW,1143.48,6526976.34,3635362.43,0,101526.76,0,0,44278.94,2745808.21,284.12
AL,1043,CULLMAN,7763.07,27883089.25,17924673.08,0,1171858.83,0,0,277630.81,8508926.54,1341.58
AL,1045,DALE,6940.79,40816727.39,29461083.57,0,2286747.37,0,0,363649.21,8705247.24,1820.79
AL,1047,DALLAS,3041.77,16135931.53,9653076.74,0,571884.04,0,0,157468.2,5753502.55,843.36
AL,1049,DE KALB,4609.37,18125845.38,11903702.75,0,462793.6,0,0,162826.06,5596522.97,971.42
AL,1051,ELMORE,8629.44,43767094.5,28529581.89,0,1728894.19,0,0,353202.77,13155415.65,1840.8
AL,1053,ESCAMBIA,3194.91,14403114.48,10074481.01,0,295383.34,0,0,95125.38,3938124.76,770.33
AL,1055,ETOWAH,9428.7,44751564.98,29118776.12,0,993365.07,0,0,758157.99,13881265.8,2415.04
AL,1057,FAYETTE,1414.54,11164421.9,5411283.9,0,158187.75,0,0,5602.91,5589347.33,534.23
AL,1059,FRANKLIN,1845.44,7569539.92,5218893.52,0,172916.37,0,0,50208.08,2127521.94,398.17
AL,1061,GENEVA,2587.81,16309725.26,11883872.12,0,473157.41,0,0,133703.24,3818992.49,884.38
AL,1063,GREENE,591.18,4695864.11,2539532.72,0,235529.03,0,0,22266.6,1898535.75,247.11
AL,1065,HALE,1026.09,8161063.92,4235692.82,0,159997.22,0,0,142525.08,3622848.8,430.19
AL,1067,HENRY,1835.71,7330448.33,5009654.19,0,216175.75,0,0,130226.25,1974392.14,466.2
AL,1069,HOUSTON,9050.43,45083532.26,29865352.82,0,2033134.45,0,0,807929.93,12377115.06,2799.21
AL,1071,JACKSON,4080.46,13133407.52,7739991.83,0,285536.54,0,0,287968.52,4819910.63,744.32
AL,1073,JEFFERSON,50297.49,275397250.7,122425002.4,7428495.68,7539915.41,0,3777336.76,3643084.46,130583415.9,14109.1
AL,1075,LAMAR,1360.86,6653914.83,3794830.87,0,102427.55,0,0,129439.4,2627217,440.19
AL,1077,LAUDERDALE,7318.01,28070954.8,18856546.67,0,885156.35,0,0,836594.49,7492657.28,1646.71
AL,1079,LAWRENCE,2231.92,8382306.74,5675117.38,0,215588.56,0,0,72884.32,2418716.49,444.19
AL,1081,LEE,10338.87,53186609.43,32737470.08,0,3783317.08,0,0,638123.29,16027698.98,2208.95
AL,1083,LIMESTONE,6469.83,24153740.11,16134638.62,0,1554874.4,0,0,184122.24,6280104.86,1161.5
AL,1085,LOWNDES,713.87,4439563.3,2291958.67,0,95187.73,0,0,23680.04,2028736.86,223.1
AL,1087,MACON,1657.76,26411699.74,8956458.62,0,446555.17,0,814233.37,200169.38,15994283.2,948.41
AL,1089,MADISON,32039.77,116748799.3,81993221.36,0,8396443.57,0,0,2871056.24,23488078.13,5789.5
AL,1091,MARENGO,1597.35,12258631.98,7245547.27,0,251985.34,0,0,482967.89,4278131.48,610.26
AL,1093,MARION,2396.19,9700223.6,5689949.14,0,236514.69,0,0,15296.25,3758463.52,602.26
AL,1095,MARSHALL,6522.3,25755004.1,17532222.27,0,778066.72,0,0,266290.69,7178424.42,1340.58
AL,1097,MOBILE,35450.76,138929303.8,84050306.1,0,5919110.19,0,22396.59,2552193.83,46385297.13,8131.51
AL,1099,MONROE,1932.04,6827163.51,4709731.73,0,204279.52,0,0,14855.13,1898297.13,358.15
AL,1101,MONTGOMERY,21082.63,160636777.8,77412169.17,1207953.95,6021954.62,0,25221043.65,1923208.41,48850447.94,5806.51
AL,1103,MORGAN,10046.39,34636264.51,23135964.7,0,1369958.51,0,0,431792.38,9698548.92,1643.71
AL,1105,PERRY,659.6,5228997.27,3366907.57,0,109578.89,0,0,23712.35,1728798.45,203.09
AL,1107,PICKENS,1768.57,12199022.67,6649262.22,0,376494.05,0,0,80857.44,5092408.96,697.3
AL,1109,PIKE,2285.79,11560957.37,6625488.01,0,796110.07,0,0,107011.33,4032347.95,589.25
AL,1111,RANDOLPH,1834.42,8799658.27,5891109.15,0,200065.12,0,0,133430.1,2575053.9,464.2
AL,1113,RUSSELL,4808.19,39552280.49,24254736.89,73500,2362878.41,0,579143.03,379202.22,11902819.94,1585.69
AL,1115,SAINT CLAIR,7268.67,25254786.49,14161398.06,0,883623.14,0,0,215893.99,9993871.3,1339.58
AL,1117,SHELBY,14981.36,43321183.6,26145441.8,0,2043241.91,0,0,1018260.06,14114239.83,2298.99
AL,1119,SUMTER,814.51,5774916.42,3150554.79,0,165484.74,0,0,64782.33,2394094.56,262.11
AL,1121,TALLADEGA,6779.21,26733198.1,15895358.35,0,857108.65,0,0,355132.21,9625598.89,1485.64
AL,1123,TALLAPOOSA,4111.79,22175864.39,13644551.99,0,355815.38,0,0,106319.12,8069177.91,1095.47
AL,1125,TUSCALOOSA,13598.47,106397670.9,38883312.73,599909.57,3659431.09,0,1440315.87,663965.11,61150736.48,4891.11
AL,1127,WALKER,6746.73,34091370.63,22061666.73,0,581877.35,0,0,303933.25,11143893.31,1696.73
AL,1129,WASHINGTON,1189.26,5201280.77,3705378.68,0,97986.74,0,0,27995.9,1369919.45,286.12
AL,1131,WILCOX,616.56,3411679.93,2353053.25,0,76868.98,0,0,2582.58,979175.12,167.07
AL,1133,WINSTON,2089.83,10003761.26,5821792.54,0,203756.5,0,0,131158.3,3847053.92,514.22
AK,2013,ALEUTIANS East,177.2,66860.78,28024.81,0,0,0,0,0,38835.96,8
AK,2016,ALEUTIANS West,387.25,327730.36,127920.05,0,23319.43,0,0,7698.36,168792.53,21.01
AK,2020,ANCHORAGE,31302.46,199047455.3,73548946.67,45351081.2,7065159.86,0,5072331.41,1422138.73,66587797.42,7396.2
AK,2050,BETHEL,1213.57,589646.08,334875.13,0,21195.83,0,0,6190.85,227384.26,52.02
AK,2060,BRISTOL BAY,169.41,552163.16,176312.8,0,6027.99,0,0,182.61,369639.77,23.01
AK,2068,DENALI,304.25,735823.32,480801.84,0,56674.61,0,0,608.15,197738.73,31.01
AK,2070,DILLINGHAM,348.95,361954.57,213582.98,0,26822.11,0,0,94.31,121455.17,18.01
AK,2090,FAIRBANKS NORTH STAR,11663.8,45363696.52,25202902.5,0,2580158.33,0,0,296093.2,17284542.48,1988.86
AK,2100,HAINES,349.63,728785.94,442710.7,0,6511.29,0,0,6564.66,272999.29,19.01
AK,2110,JUNEAU,2566.03,5608304.16,3476049.72,0,298682.83,0,0,126962.75,1706608.85,281.12
AK,2122,KENAI PENINSULA,6339.79,26645817.49,11402160.07,0,349426.54,0,0,136616.38,14757614.5,1432.62
AK,2130,KETCHIKAN GATEWAY,1679.89,2444691.77,1454598.97,0,61814.79,0,0,37772.05,890505.96,91.04
AK,2150,KODIAK ISLAND,1313.76,3107427.66,1694846.66,0,155064.28,0,0,51232.75,1206283.97,116.05
AK,2164,LAKE AND PENINSULA,165.01,201199.53,157804.48,0,9914.28,0,0,3962.82,29517.96,8
AK,2170,MATANUSKA SUSITNA,10221.49,45246767.41,23186512.32,0,1793229.08,0,0,215429.96,20051596.07,2300.99
AK,2180,NOME,848.05,488750.26,307418.24,0,15963.37,0,0,25067.15,140301.49,29.01
AK,2185,NORTH SLOPE,443.53,260727.46,173254.93,0,2800.5,0,0,3444.49,81227.53,21.01
AK,2188,NORTHWEST ARCTIC,650.51,158476.33,146063.01,0,44.06,0,0,10.78,12358.48,4
AK,2201,PRINCE WALES KETCHIKAN,754.98,1151610.97,684100,0,23210.65,0,0,51030.37,393269.95,66.03
AK,2220,SITKA,1010.03,1509398.19,883589.15,144388,71403.97,0,0,4171.19,405845.88,82.04
AK,2232,SKAGWAY HOONAH ANGOON,358.17,715080.83,413286.07,0,0,0,0,5764.79,296029.98,33.01
AK,2240,SOUTHEAST FAIRBANKS,1033.17,3724852.18,2240372.62,0,106406.91,0,0,4678.97,1373393.67,155.07
AK,2261,VALDEZ CORDOVA,1275.59,3198275.32,1615635.76,0,55960.38,0,0,12451.56,1514227.62,221.1
AK,2270,WADE HAMPTON,328.68,289815.96,221800.52,0,856.36,0,0,0,67159.08,9
AK,2280,WRANGELL PETERSBURG,897.75,1248552.91,755252.13,0,55946.72,0,0,41862.28,395491.78,48.02
AK,2282,YAKUTAT,97.38,141370.19,62110.71,0,0,0,0,0,79259.48,4
AK,2290,YUKON KOYUKUK,567.5,1159003.86,577126.39,0,8709.22,0,0,5614.19,567554.07,67.03
AZ,4001,APACHE,4786.15,17251013.15,10729983.29,0,677164.74,0,0,217511.81,5626353.3,899.39
AZ,4003,COCHISE,19181.94,122723437.8,71463762.24,0,7536628.66,0,0,1131891.91,42591155.04,6469.8
AZ,4005,COCONINO,9717.53,25446961.69,14278919.36,0,2329641.56,0,0,437726.47,8400674.3,1505.65
AZ,4007,GILA,6936.17,20931759.43,11106335.29,0,358419,0,0,458996.23,9008008.91,1535.66
AZ,4009,GRAHAM,3161.13,10792028.84,5070428.36,0,250584.25,0,0,157269.56,5313746.67,761.33
AZ,4011,GREENLEE,755.3,3055462.28,1279140.71,0,124197.91,0,0,77771.23,1574352.43,236.1
AZ,4012,LA PAZ,3914.15,10626233.92,5074854.74,0,95974.8,0,0,130131.46,5325272.93,788.34
AZ,4013,MARICOPA,306288.15,1011078548,459772655.3,3440174.9,69347788.69,0,95535475.95,20998196.53,361984257,50124.66
AZ,4015,MOHAVE,27022.36,93303102.24,47732854.91,0,1861937.36,0,0,923730.02,42784579.95,7316.16
AZ,4017,NAVAJO,8259.49,31201244.28,18316533.29,0,771552.62,0,0,325613.56,11787544.81,1916.83
AZ,4019,PIMA,100705.81,486892549.3,202583169.5,3950236.64,22232598,0,3161701.19,7798847.92,247165996,26107.28
AZ,4021,PINAL,25817.54,51872076.26,5329874.39,0,408385.63,0,0,1320982.79,44812833.45,6655.88
AZ,4023,SANTA CRUZ,1739.55,9622681.78,4507489.37,0,382954.33,0,0,83689.03,4648549.06,565.24
AZ,4025,YAVAPAI,26576.98,177917933.2,60645853.95,1737673.92,2683940.96,0,1737333.71,1893610.71,109219519.9,11403.93
AZ,4027,YUMA,16525.05,56196405.01,33036651.25,0,4681969.09,0,0,908453.6,17569331.06,3322.44
AR,5001,ARKANSAS,1387.3,8170806.61,3985612.67,0,152660.23,0,0,197012.87,3835520.83,505.22
AR,5003,ASHLEY,1840.87,8099496.07,4683254.35,0,230022.05,0,0,40118.62,3146101.05,540.23
AR,5005,BAXTER,6164.18,25475195.17,14682295.89,0,513158.43,0,0,553163.5,9726577.35,2045.88
AR,5007,BENTON,18448.89,68418269.94,30786228.07,0,2326847.15,0,0,975680.28,34329514.44,5609.42
AR,5009,BOONE,3963.89,18951565.53,10103969.3,0,480578,0,0,191286.97,8175731.27,1347.58
AR,5011,BRADLEY,1143.34,4821666.98,2548102.93,0,72679.7,0,0,45857.03,2155027.32,260.11
AR,5013,CALHOUN,543.25,1913898.96,870685.59,0,78370.91,0,0,9667.13,955175.34,119.05
AR,5015,CARROLL,2604.97,13281066.89,6437434.27,0,141907.6,0,0,148643.49,6553081.54,984.43
AR,5017,CHICOT,796.76,5501703.31,3017386.64,0,39676.87,0,0,12049.89,2432589.91,323.14
AR,5019,CLARK,1571.34,9290655.27,4024196.61,0,394087.43,0,0,173605.52,4698765.71,504.22
AR,5021,CLAY,1571.68,10743286.6,5544840.29,0,129390.34,0,0,29231.61,5039824.36,609.26
AR,5023,CLEBURNE,3936.94,20230157.12,10380049.3,0,199489.48,0,0,197145.36,9453472.98,1079.47
AR,5025,CLEVELAND,792.8,4250338.05,2457300.24,0,115933.01,0,0,30568.08,1646536.72,255.11
AR,5027,COLUMBIA,1770.88,9391892.44,4717705.88,0,297168.22,0,0,111609.86,4265408.47,502.22
AR,5029,CONWAY,1813.84,12480168.62,5431338.41,0,178208.57,0,0,256928.76,6613692.88,688.3
AR,5031,CRAIGHEAD,7147.91,27144047.98,15337024.62,0,1489156.24,0,0,744632.07,9573235.05,1918.83
AR,5033,CRAWFORD,5884.3,30670283.35,16398463.23,0,812308.82,0,0,90937.28,13368574.01,2258.98
AR,5035,CRITTENDEN,3747.64,16689832.89,7150257.62,0,397598.84,0,0,159034.35,8982942.08,1030.45
AR,5037,CROSS,1104.66,6773445.99,3865117.84,0,190125.08,0,0,25750.21,2692452.86,389.17
AR,5039,DALLAS,646.34,4252505.83,1922174.92,0,22627.89,0,0,115724.19,2191978.83,231.1
AR,5041,DESHA,953.05,5864942.62,2436994.63,0,115528.63,0,0,28452.03,3283967.32,343.15
AR,5043,DREW,1829.83,7534138.63,3827959.18,0,285657.61,0,0,44895.1,3375626.74,471.2
AR,5045,FAULKNER,8268.09,50401759.24,25022574.11,0,2114108.83,0,0,453022.77,22812053.53,2529.09
AR,5047,FRANKLIN,1771.16,9877618.76,5756924.13,0,246959.05,0,0,81630.79,3792104.78,654.28
AR,5049,FULTON,1305.71,7106217.71,4820152.13,0,139698.67,0,0,91695.97,2054670.93,456.2
AR,5051,GARLAND,10327.32,57095479.2,28462835.57,0,981295.98,0,0,855788.31,26795559.34,3756.62
AR,5053,GRANT,1708.19,10564394.13,4581222.74,0,207630.97,0,0,32293.2,5743247.22,475.21
AR,5055,GREENE,3466.07,18737275.15,10156010.49,0,515601.15,0,0,132965.35,7932698.15,1180.51
AR,5057,HEMPSTEAD,1561.89,7990853.49,4150944.59,0,139444.18,0,0,36435.95,3664028.77,463.2
AR,5059,HOT SPRING,3479.4,15303443.14,7715858.06,0,278227.27,0,0,87764.4,7221593.4,958.41
AR,5061,HOWARD,1073.39,4827233.5,2485127.46,0,134512.34,0,0,15544.99,2192048.71,313.14
AR,5063,INDEPENDENCE,3427.06,15404248.2,9197132.38,0,420006.52,0,0,33703.06,5753406.24,857.37
AR,5065,IZARD,1686.82,7599445.94,4413556.47,0,125016.19,0,0,64199.08,2996674.2,508.22
AR,5067,JACKSON,1098.56,7931178.8,3902433.98,0,179818.67,0,0,41707.39,3807218.76,438.19
AR,5069,JEFFERSON,7423.38,48514184.14,23542278.1,0,1620722.8,0,0,594436.18,22756747.05,2359.02
AR,5071,JOHNSON,1870.92,11260539.04,6290229.22,0,212391.49,0,0,87526.12,4670392.2,699.3
AR,5073,LAFAYETTE,705.86,2938183.73,1324012.68,0,23974.6,0,0,7407.79,1582788.66,213.09
AR,5075,LAWRENCE,1485.28,6619400.1,3711616.03,0,148482.05,0,0,16620,2742682.03,490.21
AR,5077,LEE,862.04,3758190.49,1577762.5,0,42392.11,0,0,42102.64,2095933.24,168.07
AR,5079,LINCOLN,1305.66,5063442.41,2601262.91,0,102385.87,0,0,30999.26,2328794.37,277.12
AR,5081,LITTLE RIVER,995.71,5044709.72,3148899.73,0,75924.86,0,0,137920.07,1681965.05,374.16
AR,5083,LOGAN,2195.87,12026721.41,6786593.37,0,186345.41,0,0,75352.47,4978430.17,873.38
AR,5085,LONOKE,6776.42,50350622.36,26766045.48,0,1979508.67,0,0,357824.68,21247243.54,2196.95
AR,5087,MADISON,1249.54,8010273.94,3238516.41,0,79038.04,0,0,8258.12,4684461.36,526.23
AR,5089,MARION,2497.05,11230149.02,6488408.08,0,176340.33,0,0,140571.4,4424829.21,807.35
AR,5091,MILLER,4032.88,14479393.15,8226606.43,0,234190.82,0,0,306445.08,5712150.83,1003.43
AR,5093,MISSISSIPPI,3398.78,17975873.84,10899553.67,0,622800.21,0,0,215298.54,6238221.42,983.42
AR,5095,MONROE,686.12,4236888.92,2128968.68,0,31363.16,0,0,10544.56,2066012.51,245.11
AR,5097,MONTGOMERY,1142.99,6939576.91,4097881.13,0,130763.4,0,0,67267.57,2643664.81,455.2
AR,5099,NEVADA,868.85,4715354.48,2465602.29,0,109732.45,0,0,14368.86,2125650.88,248.11
AR,5101,NEWTON,825.12,4611920.11,2345652.69,0,40189.88,0,0,7841.91,2218235.63,329.14
AR,5103,OUACHITA,2705.18,13324520.9,6720713.42,0,299520.34,0,0,264567.83,6039719.31,841.36
AR,5105,PERRY,1133.55,7298760.38,3172635.33,0,90462.87,0,0,18448.22,4017213.96,340.15
AR,5107,PHILLIPS,1356.86,8480001.03,4367061.12,0,170048.15,0,0,133550.83,3809340.93,456.2
AR,5109,PIKE,977.47,4556388.06,2082191.52,0,63061.51,0,0,5832.45,2405302.58,312.13
AR,5111,POINSETT,2227.38,8492598.24,4541658.03,0,271220.9,0,0,20759.27,3658960.05,623.27
AR,5113,POLK,2335.37,18783877.4,9821593.44,0,144340.52,0,0,60754.31,8757189.14,1155.5
AR,5115,POPE,5179.13,25678812.82,12641480.78,0,1017794.33,0,0,120263.41,11899274.3,1422.61
AR,5117,PRAIRIE,931.57,5038045.69,2254553.3,0,35695.37,0,0,30154.1,2717642.92,265.11
AR,5119,PULASKI,34436.52,330491020.7,127153008.7,6654477.57,8884425.49,0,36675776.66,2490026.88,148633305.4,12277.31
AR,5121,RANDOLPH,1709.62,11744390.73,5941667.58,0,273529.03,0,0,108395.7,5420798.42,651.28
AR,5123,SAINT FRANCIS,1998.25,8968357.98,4250722.86,0,257695.12,0,0,33049.72,4426890.28,517.22
AR,5125,SALINE,10550.87,46918162.4,21718487.73,0,1523974.01,0,0,268970.89,23406729.77,2863.24
AR,5127,SCOTT,1026.14,5305431.54,2819285.83,0,59723.43,0,0,176570.57,2249851.7,396.17
AR,5129,SEARCY,914.87,6412549.83,3653200.97,0,60104.24,0,0,39317.97,2659926.64,354.15
AR,5131,SEBASTIAN,9740.17,55190430.75,30017775.74,242714.09,2079782.38,0,671535.45,668829.28,21509793.81,4067.76
AR,5133,SEVIER,1269.17,5413840,3259362.95,0,81348.47,0,0,59232.02,2013896.56,345.15
AR,5135,SHARP,2140.53,12254944.69,7491235.29,0,171843.96,0,0,87583.17,4504282.26,824.36
AR,5137,STONE,1484.07,10105207.35,6102432.07,0,129582.86,0,0,24509.16,3848683.27,492.21
AR,5139,UNION,3571.82,15417538.49,8268998.55,0,337589.25,0,0,231015.32,6579935.38,1074.46
AR,5141,VAN BUREN,2387.05,13908451.45,7589784.76,0,135082.7,0,0,325136.48,5858447.52,685.3
AR,5143,WASHINGTON,13702.63,87498820.17,29563931.78,7539361.65,2647317.98,0,4406617.02,836401.79,42505189.94,5156.23
AR,5145,WHITE,6639.77,39929685.63,21563396.94,0,983685.9,0,0,306215.81,17076386.98,1934.84
AR,5147,WOODRUFF,633.02,3199491.51,1846247.21,0,17696.4,0,0,24680.25,1310867.64,163.07
AR,5149,YELL,1413.65,8339511.42,4488868.64,0,134253.12,0,0,42677.78,3673711.88,522.23
CA,6001,ALAMEDA,69190.53,296075734.3,105436288.7,545343.16,9516547.21,0,29955290.38,6820676.64,143801588.2,11083.79
CA,6003,ALPINE,120.79,187926,96524.38,0,23419.33,0,0,575.49,67406.81,15.01
CA,6005,AMADOR,4570.61,11837918.53,6169480.05,0,306106.67,0,0,275856.9,5086474.9,655.28
CA,6007,BUTTE,19253.42,74988149.06,41079902.02,0,5568697.61,0,0,1117960.28,27221589.14,4876.11
CA,6009,CALAVERAS,5877.95,17315815.09,8119631.1,0,352560.6,0,0,372787.62,8470835.77,1318.57
CA,6011,COLUSA,1438.65,3368179.07,1751059.07,0,110046.66,0,0,26982.25,1480091.09,200.09
CA,6013,CONTRA COSTA,63954.6,238408724.8,91787001.4,24079040.66,6649209.88,0,8762865.43,6153912.6,100976694.9,9706.19
CA,6015,DEL NORTE,3119.68,14578997.11,9484707.25,0,404145.86,0,0,61230.51,4628913.49,884.38
CA,6017,EL DORADO,15889.68,51372087.32,27221364.39,0,1593421.94,0,0,1592061.07,20965239.91,2748.19
CA,6019,FRESNO,48489.34,226482047.5,85908949.89,8668265.88,10873444.26,0,3487929.45,2827035.38,114716422.6,11793.1
CA,6021,GLENN,1769.78,5613143.2,3175021.47,0,274320,0,0,71805.04,2091996.69,454.2
CA,6023,HUMBOLDT,11773.27,55236028.41,27398100.7,0,2716510.98,0,0,692557.45,24428859.28,4569.97
CA,6025,IMPERIAL,7091.44,28408298.21,12353467.01,0,3410207.17,0,0,119046.81,12525577.22,1604.69
CA,6027,INYO,1604.18,4407937.2,2395938.42,0,78132.56,0,0,109945.8,1823920.42,294.13
CA,6029,KERN,47488.28,144943805.6,79134314.08,0,10074226.86,0,0,2413021.78,53322242.85,7614.29
CA,6031,KINGS,10652.43,38662846.99,21164668.42,0,4705141.22,0,0,603793.25,12189244.1,1769.76
CA,6033,LAKE,7718.79,34814201.03,16965516.57,0,460507.48,0,0,277617.38,17110559.59,1881.81
CA,6035,LASSEN,3825.56,11392770.12,5629382.46,0,788016.28,0,0,214203.85,4761167.53,627.27
CA,6037,LOS ANGELES,359305.6,1480897116,475317361.9,25040552.71,69318253.74,0,45860623.01,31385096.49,833975228.6,67678.25
CA,6039,MADERA,9369.84,33374353.85,15154797.98,0,1233279.03,0,0,427898.63,16558378.22,2019.87
CA,6041,MARIN,16300.1,43828390.88,19611460.66,0,721935.69,0,0,2709656.44,20785338.1,2018.87
CA,6043,MARIPOSA,2418.46,8480647.54,4420146.72,0,95269.55,0,0,119776.09,3845455.18,483.21
CA,6045,MENDOCINO,7748.39,41839395.05,20765160.16,0,713429.71,0,0,633296.91,19727508.26,2202.95
CA,6047,MERCED,13288.69,51569717.77,25971633.18,218389.5,2545417.26,0,1361980.65,704057.86,20768239.31,2743.19
CA,6049,MODOC,872.73,5821649.99,2593827.67,0,106043.1,0,0,78471.32,3043307.9,298.13
CA,6051,MONO,843.25,1697819.59,907726.02,0,34138.04,0,0,11134.3,744821.23,143.06
CA,6053,MONTEREY,23324.32,117227501.9,66566714.83,0,3940392.94,0,0,2417943.12,44302450.99,5846.53
CA,6055,NAPA,9382.47,33014128.57,20237023.06,0,713915.22,0,0,760046.26,11303144.03,1785.77
CA,6057,NEVADA,11407.93,31936934.77,18782494.59,0,853414.13,0,0,1131812.68,11169213.36,2236.97
CA,6059,ORANGE,144089.13,366209057.4,168323768.2,0,24615378,0,0,13684340.7,159585570.5,19072.24
CA,6061,PLACER,32744.5,82616034.49,46113282.01,0,4566589.41,0,0,2715076.03,29221087.05,4509.95
CA,6063,PLUMAS,2467.69,10406748.07,5010836.09,0,186092.25,0,0,134938.63,5074881.1,723.31
CA,6065,RIVERSIDE,132843.96,505832466.6,250402699.7,310198.15,28353143.8,0,6160857.38,8534172.91,212071394.6,29221.63
CA,6067,SACRAMENTO,101087.87,390722581,198406721.8,0,22005001.55,0,0,7928671.82,162382185.8,17961.76
CA,6069,SAN BENITO,3067.63,10132204.09,4921925.17,0,436458.35,0,0,103995.23,4669825.35,667.29
CA,6071,SAN BERNARDINO,119650.81,478404813.7,203716030.2,7091320.72,26565388.57,0,5009786.88,5355124.43,230667162.9,24378.54
CA,6073,SAN DIEGO,240136.14,1143399703,558253504.2,5069339.17,98441616.39,0,44173538.17,22247479.6,415214225.7,49426.36
CA,6075,SAN FRANCISCO,29051.9,224694067.9,52040573.84,8169466.18,4010718.09,0,10612617.57,2966738.7,146893953.5,7375.19
CA,6077,SAN JOAQUIN,38430.44,134700244.1,63862094.12,0,5768356.17,0,0,2021812.65,63047981.11,7392.19
CA,6079,SAN LUIS OBISPO,23071.47,52122691.89,30925966.39,0,3043794.86,0,0,2030001.44,16122929.19,4286.85
CA,6081,SAN MATEO,33225.75,169023619,41903983.49,0,3374933.11,0,2566348.77,4227548.58,116950805,6469.8
CA,6083,SANTA BARBARA,27477.67,75053377.18,41583300.4,0,4923850.35,0,0,3247646.57,25298579.86,4607.99
CA,6085,SANTA CLARA,72091.21,393644469.9,94864832.21,64317881.14,9998936.75,0,18423383.16,7634138.36,198405298.3,13136.68
CA,6087,SANTA CRUZ,14407.8,53631582.03,24036513.11,0,1872407.53,0,0,1890396.03,25832265.35,3092.34
CA,6089,SHASTA,18402.59,94565239.09,52409690.91,0,3419593.61,0,0,1003460.92,37732493.65,6142.65
CA,6091,SIERRA,373.92,1516756.8,849408.16,0,25929.95,0,0,13499.6,627919.09,117.05
CA,6093,SISKIYOU,4747.96,17589548.51,9955240.48,0,517861.3,0,0,364080.19,6752366.54,1341.58
CA,6095,SOLANO,40107.25,177795256.1,112951941.6,0,9152089.45,0,0,3172123.52,52519101.54,6939
CA,6097,SONOMA,34045.01,109350971.6,51463462.99,0,3984344.81,0,0,3213435.94,50689727.86,5571.41
CA,6099,STANISLAUS,27662.17,110748112.2,51788076.96,0,5630305.35,0,0,1381495.68,51948234.22,5906.55
CA,6101,SUTTER,7151.91,27638286.05,18241752.61,0,1537894.75,0,0,423961.46,7434677.23,1189.51
CA,6103,TEHAMA,6532.71,28194453.25,14164811.39,0,777733.01,0,0,309889.18,12942019.67,1865.81
CA,6105,TRINITY,1611.84,7736198.98,4121160.38,0,81490.76,0,0,108734.21,3424813.63,578.25
CA,6107,TULARE,18940.65,79285235.22,41858836.49,0,4738112.73,0,0,1183474.69,31504811.31,4894.11
CA,6109,TUOLUMNE,7352.15,26653310.46,12703378.93,0,353398.49,0,0,444931.34,13151601.7,2023.87
CA,6111,VENTURA,52799.09,123838929.1,65204616.29,0,8708796.94,0,0,4617159.78,45308356.05,7516.25
CA,6113,YOLO,8785.59,38040406.94,20133091.44,0,2904399.06,0,0,854778.13,14148138.31,1779.77
CA,6115,YUBA,5485.96,27589435.52,17087315.52,0,2345788.32,0,0,301512.75,7854818.93,1228.53
CO,8001,ADAMS,29743.73,93053333.1,45673810.3,0,6879542.38,0,0,1381460.87,39118519.56,4563.97
